Año,Mes,Municipio,Departamento,Presunto Responsable,Total de Víctimas del Caso,Latitud,Longitud
1997,07,TAME,ARAUCA,GUERRILLA,1,6.241454566,-71.45266224
2008,02,TAME,ARAUCA,GUERRILLA,1,6.650167,-71.470397
2002,06,TAME,ARAUCA,GUERRILLA,1,6.525475,-71.501554
2002,06,TAME,ARAUCA,GUERRILLA,1,6.525475,-71.501554
2004,01,TAME,ARAUCA,GUERRILLA,1,6.539898,-71.345754
2004,08,TAME,ARAUCA,GUERRILLA,5,6.539898,-71.345754
1997,04,YOPAL,CASANARE,GUERRILLA,1,5.332863,-72.394588
2003,11,YOPAL,CASANARE,GUERRILLA,1,5.453722362,-72.45582873
1999,11,YOPAL,CASANARE,GUERRILLA,1,5.493690123,-72.22636094
2000,04,YOPAL,CASANARE,GUERRILLA,1,5.493690123,-72.22636094
2000,04,YOPAL,CASANARE,GUERRILLA,1,5.493690123,-72.22636094
2002,04,YOPAL,CASANARE,GUERRILLA,1,5.493690123,-72.22636094
2002,06,YOPAL,CASANARE,GUERRILLA,1,5.493690123,-72.22636094
2011,01,YOPAL,CASANARE,GUERRILLA,1,5.493690123,-72.22636094
2001,09,YOPAL,CASANARE,GUERRILLA,1,5.133235419,-72.19766944
1999,09,YOPAL,CASANARE,GUERRILLA,1,5.411799,-72.307027
1999,09,YOPAL,CASANARE,GUERRILLA,1,5.411799,-72.307027
1999,09,YOPAL,CASANARE,GUERRILLA,1,5.411799,-72.307027
1999,09,YOPAL,CASANARE,GUERRILLA,1,5.411799,-72.307027
1999,09,YOPAL,CASANARE,GUERRILLA,1,5.411799,-72.307027
2001,09,YOPAL,CASANARE,GUERRILLA,1,5.411799,-72.307027
2001,09,YOPAL,CASANARE,GUERRILLA,1,5.411799,-72.307027
2001,09,YOPAL,CASANARE,GUERRILLA,1,5.411799,-72.307027
2001,09,YOPAL,CASANARE,GUERRILLA,1,5.411799,-72.307027
2001,10,YOPAL,CASANARE,GUERRILLA,15,5.411799,-72.307027
2001,10,YOPAL,CASANARE,GUERRILLA,1,5.411799,-72.307027
2001,10,YOPAL,CASANARE,GUERRILLA,1,5.411799,-72.307027
2001,10,YOPAL,CASANARE,GUERRILLA,1,5.411799,-72.307027
2001,10,YOPAL,CASANARE,GUERRILLA,1,5.411799,-72.307027
2001,10,YOPAL,CASANARE,GUERRILLA,1,5.411799,-72.307027
2002,04,AGUAZUL,CASANARE,GUERRILLA,1,5.236663546,-72.64119447
1998,09,AGUAZUL,CASANARE,GUERRILLA,1,5.226498805,-72.67387024
1998,09,AGUAZUL,CASANARE,GUERRILLA,1,5.226498805,-72.67387024
1998,09,AGUAZUL,CASANARE,GUERRILLA,1,5.226498805,-72.67387024
1999,10,AGUAZUL,CASANARE,GUERRILLA,1,5.256674304,-72.69728386
2000,10,AGUAZUL,CASANARE,GRUPO PARAMILITAR,1,5.100675341,-72.45852372
2000,10,AGUAZUL,CASANARE,GRUPO PARAMILITAR,1,5.100675341,-72.45852372
2000,10,AGUAZUL,CASANARE,GRUPO PARAMILITAR,1,5.100675341,-72.45852372
1999,12,HATO COROZAL,CASANARE,GRUPO PARAMILITAR,1,6.267705,-71.189902
2002,11,NUNCHIA,CASANARE,GUERRILLA,2,5.520495602,-72.21090669
2001,00,SABANALARGA,CASANARE,GUERRILLA,3,4.854787,-73.038696
2001,08,SABANALARGA,CASANARE,GRUPO PARAMILITAR,1,4.818873302,-73.07280793
2000,02,TAURAMENA,CASANARE,GRUPO PARAMILITAR,1,5.004256,-72.688209
2000,08,TAURAMENA,CASANARE,GRUPO PARAMILITAR,1,5.004256,-72.688209
2001,08,VILLANUEVA,CASANARE,GRUPO PARAMILITAR,1,4.674672472,-72.82888368
2002,01,ORITO,PUTUMAYO,GRUPO PARAMILITAR,1,0.572898714,-76.73718116
2001,02,PUERTO ASIS,PUTUMAYO,GRUPO PARAMILITAR,1,0.505627,-76.496887
2011,06,PUERTO ASIS,PUTUMAYO,GUERRILLA,1,0.483710765,-76.52645568
2009,03,PUERTO ASIS,PUTUMAYO,GUERRILLA,1,0.555780265,-76.64237159
2009,06,PUERTO ASIS,PUTUMAYO,GUERRILLA,2,0.485605,-76.369834
2005,02,PUERTO GUZMAN,PUTUMAYO,GUERRILLA,2,0.962684,-76.407274
2005,04,VALLE DEL GUAMUEZ,PUTUMAYO,GRUPO PARAMILITAR,1,0.423506,-76.906751
2000,09,VALLE DEL GUAMUEZ,PUTUMAYO,GRUPO PARAMILITAR,1,0.423506,-76.906751
2002,08,VALLE DEL GUAMUEZ,PUTUMAYO,GRUPO PARAMILITAR,1,0.423506,-76.906751
1999,12,VALLE DEL GUAMUEZ,PUTUMAYO,GRUPO PARAMILITAR,1,0.468398205,-76.98034902
2010,10,VILLAGARZON,PUTUMAYO,GUERRILLA,1,0.859221808,-76.58010353
2004,01,SAN JOSE DEL GUAVIARE,GUAVIARE,GUERRILLA,1,2.452,-72.391
2005,01,SAN JOSE DEL GUAVIARE,GUAVIARE,GUERRILLA,1,2.620363237,-72.32906385
2005,04,SAN JOSE DEL GUAVIARE,GUAVIARE,GUERRILLA,1,2.620363237,-72.32906385
1995,06,SANTA ROSALIA,VICHADA,CRIMEN ORGANIZADO,1,5.136393,-70.859499
2006,12,CUMARIBO,VICHADA,GRUPO POSDESMOVILIZACIÓN,2,4.618636577,-69.28919048
2000,08,TIERRALTA,CORDOBA,GRUPO PARAMILITAR,1,7.813896829,-76.16846678
2003,03,RISARALDA,CALDAS,GUERRILLA,1,5.097563816,-75.73335166
2014,04,VILLA CARO,NORTE DE SANTANDER,GUERRILLA,1,7.936293173,-72.98759418
1999,07,BELEN DE UMBRIA,RISARALDA,GUERRILLA,1,5.200398696,-75.86793893
2006,03,NATAGAIMA,TOLIMA,GUERRILLA,1,3.540518203,-75.12200999
2004,01,ANSERMA,CALDAS,GUERRILLA,1,5.20029922,-75.75289078
2004,10,HERVEO,TOLIMA,GUERRILLA,1,5.068553783,-75.24322959
1998,12,RIO VIEJO,BOLIVAR,GUERRILLA,1,8.559982465,-73.90298668
2004,01,QUINCHIA,RISARALDA,GUERRILLA,1,5.323906864,-75.71339683
2010,04,NEIVA,HUILA,GRUPO ARMADO NO IDENTIFICADO,1,2.993360046,-75.27236232
2001,01,ABEJORRAL,ANTIOQUIA,GUERRILLA,1,5.803728154,-75.43847353
2002,01,CARAMANTA,ANTIOQUIA,GRUPO PARAMILITAR,1,5.555275296,-75.63082096
2004,02,SOTARA PAISPAMBA,CAUCA,GUERRILLA,1,2.231820541,-76.61146633
1998,11,CAJICA,CUNDINAMARCA,GUERRILLA,1,4.930402779,-74.02985115
1998,11,CAJICA,CUNDINAMARCA,GUERRILLA,1,4.930402779,-74.02985115
2001,11,LA UNION,ANTIOQUIA,GUERRILLA,1,5.940434685,-75.35429023
1999,08,BUENAVENTURA,VALLE DEL CAUCA,GUERRILLA,1,3.493340766,-77.11872832
1997,01,PRADO,TOLIMA,GUERRILLA,1,3.729166649,-74.87247706
2000,11,SANTA BARBARA,ANTIOQUIA,GUERRILLA,1,5.878984956,-75.58330371
2001,08,SANTA BARBARA,ANTIOQUIA,GUERRILLA,1,5.878984956,-75.58330371
2001,01,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
1998,09,SOGAMOSO,BOYACA,GUERRILLA,1,5.646672053,-72.8709565
2005,04,PUPIALES,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,1,0.916769831,-77.63336954
2000,07,CISNEROS,ANTIOQUIA,GRUPO PARAMILITAR,1,6.550065431,-75.08254116
1997,09,BUENOS AIRES,CAUCA,GUERRILLA,1,2.988923885,-76.62158951
2008,05,CAÑASGORDAS,ANTIOQUIA,GUERRILLA,1,6.814950023,-76.02689632
2000,03,SOTAQUIRA,BOYACA,GUERRILLA,1,5.763010553,-73.24352232
2000,03,SOTAQUIRA,BOYACA,GUERRILLA,1,5.763010553,-73.24352232
2004,02,PATIA,CAUCA,GUERRILLA,4,2.157983906,-77.0465762
2001,12,LA UNION,NARIÑO,GUERRILLA,1,1.619697376,-77.14284622
2002,04,CHOCONTA,CUNDINAMARCA,GUERRILLA,1,5.118419271,-73.68068583
1999,03,CANDELARIA,VALLE DEL CAUCA,GUERRILLA,1,3.382091564,-76.38317663
2002,07,SUCRE,SUCRE,GUERRILLA,2,8.814333477,-74.74753131
2002,09,ALTAMIRA,HUILA,GRUPO PARAMILITAR,1,2.07922808,-75.76858288
1997,10,BOLIVAR,SANTANDER,GUERRILLA,1,6.181715586,-73.92065703
2006,12,SAN PEDRO,VALLE DEL CAUCA,GRUPO PARAMILITAR,1,3.98143244,-76.20836168
2001,04,SANTA FE DE ANTIOQUIA,ANTIOQUIA,GUERRILLA,2,6.535711576,-75.90426658
2003,10,SANTA FE DE ANTIOQUIA,ANTIOQUIA,GUERRILLA,1,6.535711576,-75.90426658
1997,10,DAGUA,VALLE DEL CAUCA,GUERRILLA,2,3.649822218,-76.72039347
2005,11,MURILLO,TOLIMA,GUERRILLA,1,4.826734468,-75.21993987
2011,07,MESETAS,META,GUERRILLA,1,3.154771201,-74.12454824
2004,06,SUCRE,SUCRE,GUERRILLA,1,8.814333477,-74.74753131
1999,08,LA PALMA,CUNDINAMARCA,GUERRILLA,1,5.333400646,-74.40807863
1997,09,CIUDAD BOLIVAR,ANTIOQUIA,GUERRILLA,1,5.840995666,-76.01065253
0000,03,SAN JOSE DEL GUAVIARE,GUAVIARE,GRUPO PARAMILITAR,1,2.484286091,-71.91916993
2003,01,IBAGUE,TOLIMA,GUERRILLA,1,4.451921427,-75.252591
2003,08,MIRANDA,CAUCA,GRUPO PARAMILITAR,1,3.228235212,-76.21670827
2004,02,SOTARA PAISPAMBA,CAUCA,GUERRILLA,1,2.231820541,-76.61146633
1999,08,ANDES,ANTIOQUIA,GUERRILLA,1,5.604993248,-75.94128391
2001,09,NARIÑO,CUNDINAMARCA,GUERRILLA,2,4.407952015,-74.80565317
2007,06,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2011,07,ORITO,PUTUMAYO,GUERRILLA,1,0.673756323,-76.94313923
2008,07,CHAPARRAL,TOLIMA,GUERRILLA,1,3.743693084,-75.58986634
2002,01,VALLEDUPAR,CESAR,GRUPO PARAMILITAR,1,10.21890277,-73.45784764
2002,08,VALLEDUPAR,CESAR,GRUPO PARAMILITAR,1,10.21890277,-73.45784764
2002,09,VALLEDUPAR,CESAR,GRUPO PARAMILITAR,1,10.21890277,-73.45784764
2001,11,CURUMANI,CESAR,GUERRILLA,1,9.238771332,-73.48810861
2014,12,BARBOSA,ANTIOQUIA,GRUPO POSDESMOVILIZACIÓN,1,6.443417935,-75.32924085
2002,07,OVEJAS,SUCRE,GUERRILLA,1,9.549655271,-75.18855916
1997,11,SONSON,ANTIOQUIA,GUERRILLA,2,5.826388779,-74.83637623
1998,07,SAN LUIS,TOLIMA,GUERRILLA,1,4.057271684,-75.16320806
2012,10,TAME,ARAUCA,GUERRILLA,1,6.390650479,-71.79178647
2003,08,ROVIRA,TOLIMA,GUERRILLA,1,4.216730954,-75.34758364
2003,02,IMUES,NARIÑO,GUERRILLA,1,1.07287697,-77.50150864
2007,05,TIERRALTA,CORDOBA,GUERRILLA,2,7.813896829,-76.16846678
2009,04,TIERRALTA,CORDOBA,GUERRILLA,2,7.813896829,-76.16846678
1998,11,MATANZA,SANTANDER,GUERRILLA,1,7.348778319,-73.05438997
2004,04,RICAURTE,NARIÑO,GUERRILLA,3,1.147671848,-78.05811118
2003,04,FREDONIA,ANTIOQUIA,GUERRILLA,2,5.887702934,-75.67926242
1989,02,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2005,05,BELEN DE UMBRIA,RISARALDA,GUERRILLA,1,5.200398696,-75.86793893
1998,05,YALI,ANTIOQUIA,GUERRILLA,1,6.716870679,-74.75565002
1998,05,YALI,ANTIOQUIA,GUERRILLA,1,6.716870679,-74.75565002
1998,12,CALIMA,VALLE DEL CAUCA,GUERRILLA,1,3.923271619,-76.64260484
1988,08,TIERRALTA,CORDOBA,GUERRILLA,26,7.813896829,-76.16846678
2001,03,POPAYAN,CAUCA,GUERRILLA,1,2.471704362,-76.59194419
1998,08,SALAZAR,NORTE DE SANTANDER,GUERRILLA,1,7.772747824,-72.86769959
1998,08,SALAZAR,NORTE DE SANTANDER,GUERRILLA,1,7.772747824,-72.86769959
1998,08,SALAZAR,NORTE DE SANTANDER,GUERRILLA,1,7.772747824,-72.86769959
1998,08,SALAZAR,NORTE DE SANTANDER,GUERRILLA,1,7.772747824,-72.86769959
2007,06,POTOSI,NARIÑO,GUERRILLA,1,0.785841088,-77.52870407
2003,07,AGUSTIN CODAZZI,CESAR,GUERRILLA,1,9.949215908,-73.22358244
2003,10,AGUSTIN CODAZZI,CESAR,GUERRILLA,1,9.949215908,-73.22358244
2001,08,SASAIMA,CUNDINAMARCA,GUERRILLA,1,4.946805263,-74.41230921
2004,02,EL CARMEN,NORTE DE SANTANDER,GUERRILLA,1,8.867990035,-73.34585922
1998,10,MAPIRIPAN,META,GUERRILLA,1,3.117523361,-71.93805692
1998,10,SOGAMOSO,BOYACA,GUERRILLA,1,5.646672053,-72.8709565
2004,01,GIRALDO,ANTIOQUIA,GUERRILLA,2,6.663095863,-75.94804663
2004,07,GIRALDO,ANTIOQUIA,GUERRILLA,1,6.663095863,-75.94804663
2005,11,PRADO,TOLIMA,GUERRILLA,1,3.729166649,-74.87247706
1998,08,RIOSUCIO,CHOCO,GUERRILLA,20,7.375606,-77.35636
2003,10,GUATICA,RISARALDA,GUERRILLA,1,5.320295966,-75.80436659
2007,07,PUERTO ASIS,PUTUMAYO,GUERRILLA,3,0.433884539,-76.52158203
1997,09,PRADERA,VALLE DEL CAUCA,GUERRILLA,1,3.42063665,-76.17841841
2000,08,MEDELLIN,ANTIOQUIA,GUERRILLA,1,6.257590259,-75.61103107
1999,04,ACHI,BOLIVAR,GUERRILLA,1,8.622943262,-74.47805945
1999,04,ACHI,BOLIVAR,GUERRILLA,1,8.622943262,-74.47805945
2000,05,ACHI,BOLIVAR,GUERRILLA,1,8.622943262,-74.47805945
2000,05,ACHI,BOLIVAR,GUERRILLA,1,8.622943262,-74.47805945
2000,05,ACHI,BOLIVAR,GUERRILLA,1,8.622943262,-74.47805945
2000,05,ACHI,BOLIVAR,GUERRILLA,1,8.622943262,-74.47805945
2000,05,ACHI,BOLIVAR,GUERRILLA,1,8.622943262,-74.47805945
2000,05,ACHI,BOLIVAR,GUERRILLA,1,8.622943262,-74.47805945
2000,05,ACHI,BOLIVAR,GUERRILLA,1,8.622943262,-74.47805945
2000,05,ACHI,BOLIVAR,GUERRILLA,1,8.622943262,-74.47805945
2000,05,ACHI,BOLIVAR,GUERRILLA,1,8.622943262,-74.47805945
2000,11,CONSACA,NARIÑO,GUERRILLA,1,1.209066732,-77.44063921
2001,09,FUNDACION,MAGDALENA,GRUPO PARAMILITAR,1,10.45937818,-73.88406518
0000,00,SIN INFORMACION,SIN INFORMACION,GUERRILLA,2,4,-72
1996,03,MAJAGUAL,SUCRE,GUERRILLA,4,8.546148134,-74.71037883
1993,01,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.650173,-74.107359
2000,10,LA MONTAÑITA,CAQUETA,GUERRILLA,3,1.279897896,-75.20557736
2004,09,IBAGUE,TOLIMA,GRUPO ARMADO NO IDENTIFICADO,1,4.451921427,-75.252591
0000,00,VALLEDUPAR,CESAR,GRUPO PARAMILITAR,4,10.21890277,-73.45784764
1998,09,PORE,CASANARE,GRUPO PARAMILITAR,1,5.72773,-71.99286
1994,01,BOJACA,CUNDINAMARCA,GUERRILLA,1,4.705576252,-74.3354077
2000,02,TIBU,NORTE DE SANTANDER,GRUPO PARAMILITAR,2,8.713507237,-72.79925855
1996,05,TADO,CHOCO,GUERRILLA,1,5.309709496,-76.416251
2001,09,VILLAVICENCIO,META,GUERRILLA,1,4.09166877,-73.49291595
1994,07,TURBO,ANTIOQUIA,AGENTE DEL ESTADO,1,8.173851745,-76.5740377
1998,10,SANTUARIO,RISARALDA,GUERRILLA,2,5.076100313,-76.02286946
2000,02,GUAYABETAL,CUNDINAMARCA,GUERRILLA,1,4.215306,-73.815107
2006,07,MEDELLIN,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.250063,-75.578661
1990,03,NARIÑO,ANTIOQUIA,GUERRILLA,1,5.581275312,-75.19457019
2000,11,PASTO,NARIÑO,GRUPO PARAMILITAR,1,1.212022,-77.278597
2001,12,TULUA,VALLE DEL CAUCA,GRUPO PARAMILITAR,1,4.02840797,-76.03250379
1989,12,BUCARAMANGA,SANTANDER,GUERRILLA,1,7.116381,-73.132582
2002,10,YOPAL,CASANARE,GRUPO PARAMILITAR,1,5.332863,-72.394588
2001,02,SARAVENA,ARAUCA,GRUPO ARMADO NO IDENTIFICADO,1,6.906941714,-71.85070757
2002,03,SAN VICENTE DEL CAGUAN,CAQUETA,GUERRILLA,1,1.308465061,-74.19746971
2000,05,OCAÑA,NORTE DE SANTANDER,GRUPO PARAMILITAR,2,8.247588,-73.355889
2001,01,LA DORADA,CALDAS,GRUPO PARAMILITAR,3,5.410515691,-74.72114262
2001,07,TIBU,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,8.639891,-72.734496
2005,02,VILLAVICENCIO,META,GRUPO PARAMILITAR,2,4.127404,-73.627486
2012,03,RIOSUCIO,CHOCO,GRUPO ARMADO NO IDENTIFICADO,2,7.375606,-77.35636
2001,08,EL TAMBO,CAUCA,GRUPO PARAMILITAR,4,2.534488312,-77.00511207
1992,00,LA JAGUA DE IBIRICO,CESAR,GRUPO ARMADO NO IDENTIFICADO,1,9.52099808,-73.32249338
1994,00,AGUACHICA,CESAR,GUERRILLA,1,8.248735219,-73.6227405
2002,03,MADRID,CUNDINAMARCA,GUERRILLA,1,4.75156751,-74.2896305
2002,01,VISTAHERMOSA,META,GUERRILLA,1,2.811616698,-73.66652234
2001,10,SAN MARTIN,META,GRUPO PARAMILITAR,1,3.701899,-73.695812
0000,00,VALLE DEL GUAMUEZ,PUTUMAYO,GRUPO PARAMILITAR,1,0.468398205,-76.98034902
2005,09,COVEÑAS,SUCRE,GRUPO ARMADO NO IDENTIFICADO,1,9.394449802,-75.6574915
2002,11,YOPAL,CASANARE,GRUPO PARAMILITAR,2,5.242744761,-72.25802857
0000,00,ARAUQUITA,ARAUCA,GUERRILLA,1,6.961532629,-71.62315481
2002,00,SIN INFORMACION,SIN INFORMACION,GUERRILLA,1,4,-72
2000,00,PUERTO GAITAN,META,GRUPO PARAMILITAR,1,4.005034467,-71.63157429
1989,04,SABANA DE TORRES,SANTANDER,GRUPO ARMADO NO IDENTIFICADO,4,7.416363229,-73.44451038
2000,01,MEDELLIN,ANTIOQUIA,GRUPO PARAMILITAR,1,6.257590259,-75.61103107
2004,04,LA PLAYA,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,8.256757875,-73.18789327
1995,09,MAJAGUAL,SUCRE,GRUPO PARAMILITAR,1,8.546148134,-74.71037883
2002,06,AGUACHICA,CESAR,GUERRILLA,1,8.248735219,-73.6227405
2002,07,TIBU,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,8.713507237,-72.79925855
0000,00,PLANETA RICA,CORDOBA,GUERRILLA,1,8.181108488,-75.68923803
1994,11,REGIDOR,BOLIVAR,GUERRILLA,1,8.672628558,-73.91450679
1995,03,YARUMAL,ANTIOQUIA,GRUPO PARAMILITAR,1,6.9881309,-75.45439957
0000,00,SIN INFORMACION,SIN INFORMACION,GRUPO PARAMILITAR,1,4,-72
1982,07,CONVENCION,NORTE DE SANTANDER,GUERRILLA,1,8.873159895,-73.20007769
2005,01,ACACIAS,META,GRUPO PARAMILITAR,2,3.990024,-73.765909
0000,00,MONTERIA,CORDOBA,GUERRILLA,1,8.584698016,-75.95055079
1985,00,VALDIVIA,ANTIOQUIA,GUERRILLA,1,7.265404213,-75.40094502
2004,02,HATO COROZAL,CASANARE,GRUPO PARAMILITAR,4,6.03948032,-71.52445752
1997,06,ZONA BANANERA,MAGDALENA,GUERRILLA,1,10.75033565,-74.15865955
1997,06,ZONA BANANERA,MAGDALENA,GUERRILLA,2,10.75033565,-74.15865955
2004,03,VALDIVIA,ANTIOQUIA,GUERRILLA,1,7.363464774,-75.32969204
2016,08,FORTUL,ARAUCA,GUERRILLA,2,6.792738,-71.774279
0000,00,SIN INFORMACION,SANTANDER,OTRO ¿CUÁL?,1,6.693633184,-73.48600894
1963,09,SIN INFORMACION,VALLE DEL CAUCA,CRIMEN ORGANIZADO,1,4.969628406,-72
1999,00,OVEJAS,SUCRE,GRUPO PARAMILITAR,1,9.549655271,-75.18855916
1998,00,YOPAL,CASANARE,GUERRILLA,1,5.242744761,-72.25802857
2001,09,PASCA,CUNDINAMARCA,GUERRILLA,1,4.293733611,-74.27396924
0000,00,SIN INFORMACION,SIN INFORMACION,GUERRILLA,2,4,-72
0000,00,POLICARPA,NARIÑO,GRUPO PARAMILITAR,2,1.735354202,-77.48134359
2004,00,SAN ANDRES DE TUMACO,NARIÑO,GRUPO PARAMILITAR,1,1.391338112,-78.51932414
2001,07,PUERTO RONDON,ARAUCA,GUERRILLA,1,6.411761829,-70.96678964
0000,00,SANTA MARTA,MAGDALENA,GRUPO PARAMILITAR,1,11.12189436,-73.88527855
2000,01,MACEO,ANTIOQUIA,GRUPO PARAMILITAR,1,6.477177324,-74.70038876
1997,00,ZONA BANANERA,MAGDALENA,GUERRILLA,1,10.79634658,-74.17798317
2012,12,BAGADO,CHOCO,GRUPO ARMADO NO IDENTIFICADO,1,5.503119772,-76.19796907
1975,00,CHAPARRAL,TOLIMA,GRUPO ARMADO NO IDENTIFICADO,1,3.649679579,-75.58491068
2003,01,LIBORINA,ANTIOQUIA,GRUPO PARAMILITAR,1,6.779919535,-75.82753655
2000,12,CACHIRA,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,7.684188896,-73.12939481
1998,02,MAICAO,LA GUAJIRA,GRUPO PARAMILITAR,1,11.38157764,-72.29500818
1993,11,AGUACHICA,CESAR,GUERRILLA,1,8.248735219,-73.6227405
1998,11,MATANZA,SANTANDER,GUERRILLA,5,7.348778319,-73.05438997
1999,11,VALENCIA,CORDOBA,GRUPO PARAMILITAR,1,8.219904128,-76.2213286
2014,07,BARBACOAS,NARIÑO,GUERRILLA,2,1.44563774,-78.15621072
1973,05,MONTERIA,CORDOBA,GUERRILLA,1,8.584698016,-75.95055079
2002,09,TIERRALTA,CORDOBA,GUERRILLA,1,7.813896829,-76.16846678
1991,04,SANTA MARTA,MAGDALENA,GUERRILLA,1,11.14222657,-74.11788685
2000,02,INIRIDA,GUAINIA,GUERRILLA,2,3.516363079,-68.00834728
2000,03,ALGECIRAS,HUILA,GUERRILLA,1,2.49785068,-75.29134946
0000,00,SIN INFORMACION,SIN INFORMACION,GUERRILLA,1,4,-72
1998,05,SANTA ROSA DEL SUR,BOLIVAR,GUERRILLA,1,7.772519173,-74.26272843
2002,07,LA PAZ,CESAR,GUERRILLA,1,10.24440562,-73.07824569
1991,00,YOPAL,CASANARE,GUERRILLA,1,5.242744761,-72.25802857
0000,00,SIN INFORMACION,SIN INFORMACION,GRUPO ARMADO NO IDENTIFICADO,1,4,-72
1991,11,MEDELLIN,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.250063,-75.578661
2002,09,AGUAZUL,CASANARE,GRUPO PARAMILITAR,3,5.172834,-72.547048
2006,07,EL CARMEN DE ATRATO,CHOCO,GUERRILLA,2,5.810938364,-76.19189442
2011,02,VISTAHERMOSA,META,GUERRILLA,2,2.811616698,-73.66652234
1983,05,APARTADO,ANTIOQUIA,AGENTE DEL ESTADO,1,7.86047815,-76.58236264
2001,08,LOS PALMITOS,SUCRE,GUERRILLA,1,9.422380117,-75.21302191
2005,06,SOLEDAD,ATLANTICO,GRUPO PARAMILITAR,1,10.9069066,-74.7784249
1996,07,SARDINATA,NORTE DE SANTANDER,GUERRILLA,1,8.215080767,-72.79580961
2003,07,ORITO,PUTUMAYO,GRUPO PARAMILITAR,2,0.673756323,-76.94313923
0000,00,GUATICA,RISARALDA,GUERRILLA,1,5.320295966,-75.80436659
2005,04,PLATO,MAGDALENA,GRUPO PARAMILITAR,1,9.76945611,-74.60181576
1996,06,BARRANCABERMEJA,SANTANDER,GUERRILLA,1,7.054074558,-73.78211646
2004,11,PEREIRA,RISARALDA,GUERRILLA,2,4.803662773,-75.79579093
2003,05,SAN LUIS,TOLIMA,GRUPO PARAMILITAR,1,4.057271684,-75.16320806
0000,00,MORALES,BOLIVAR,GUERRILLA,1,8.276519,-73.868178
1999,12,EL PIÑON,MAGDALENA,GRUPO PARAMILITAR,1,10.37935192,-74.70610848
2005,04,MANIZALES,CALDAS,GUERRILLA,1,5.08343301,-75.50727881
2005,02,QUINCHIA,RISARALDA,GUERRILLA,1,5.340456,-75.730431
2005,12,TAME,ARAUCA,GUERRILLA,1,6.390650479,-71.79178647
1989,09,ACHI,BOLIVAR,GUERRILLA,2,8.622943262,-74.47805945
1973,01,AYAPEL,CORDOBA,GUERRILLA,3,8.265768688,-75.04868436
1973,01,NECHI,ANTIOQUIA,GUERRILLA,2,7.983477394,-74.65844186
1974,01,GENOVA,QUINDIO,GRUPO ARMADO NO IDENTIFICADO,1,4.180107773,-75.76056695
1975,04,CIMITARRA,SANTANDER,GUERRILLA,1,6.40972961,-74.17030427
1975,02,VENECIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.970834991,-75.83885595
1974,01,EL CARMEN,NORTE DE SANTANDER,GUERRILLA,1,8.867990035,-73.34585922
0000,00,SIN INFORMACION,SIN INFORMACION,GUERRILLA,1,4,-72
0000,00,BUCARAMANGA,SANTANDER,GUERRILLA,1,7.155833544,-73.11156997
1990,09,NUEVA GRANADA,MAGDALENA,GUERRILLA,1,9.581162922,-74.35359993
2000,07,OCAÑA,NORTE DE SANTANDER,GRUPO PARAMILITAR,7,8.247588,-73.355889
0000,00,EL PLAYON,SANTANDER,GRUPO PARAMILITAR,1,7.524284721,-73.18158192
0000,00,SILVANIA,CUNDINAMARCA,GUERRILLA,1,4.381981,-74.405534
2006,04,BARBACOAS,NARIÑO,GUERRILLA,1,1.44563774,-78.15621072
2008,07,BARBACOAS,NARIÑO,GUERRILLA,1,1.44563774,-78.15621072
2008,07,BARBACOAS,NARIÑO,GUERRILLA,2,1.44563774,-78.15621072
2009,02,BARBACOAS,NARIÑO,GRUPO POSDESMOVILIZACIÓN,7,1.670345194,-78.13989493
2011,05,PASTO,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,1,1.212022,-77.278597
2011,12,BARBACOAS,NARIÑO,GRUPO POSDESMOVILIZACIÓN,2,1.44563774,-78.15621072
2002,07,CUMARIBO,VICHADA,GUERRILLA,2,4.262454746,-69.52140484
0000,00,MACEO,ANTIOQUIA,GRUPO PARAMILITAR,1,6.534573585,-74.71410854
2001,11,TULUA,VALLE DEL CAUCA,GRUPO PARAMILITAR,1,4.02840797,-76.03250379
1992,06,SAN JUAN DEL CESAR,LA GUAJIRA,GUERRILLA,1,10.81311496,-73.08659986
2001,11,BARRANCABERMEJA,SANTANDER,GRUPO PARAMILITAR,1,7.054074558,-73.78211646
1992,08,SAN PEDRO DE URABA,ANTIOQUIA,GUERRILLA,1,8.37915695,-76.31664233
2002,00,SAN CALIXTO,NORTE DE SANTANDER,GUERRILLA,1,8.414441404,-73.2176038
1999,09,SIMITI,BOLIVAR,GRUPO PARAMILITAR,1,7.9546,-73.946715
2002,04,VALLEDUPAR,CESAR,GRUPO PARAMILITAR,1,10.460472,-73.259398
