Año,Mes,Municipio,Departamento,Presunto Responsable,Total de Víctimas del Caso,Latitud,Longitud
1999,12,CURILLO,CAQUETA,GUERRILLA,1,1.115379292,-75.97328452
2000,00,ACHI,BOLIVAR,GRUPO PARAMILITAR,1,8.622943262,-74.47805945
2000,00,VALLEDUPAR,CESAR,GUERRILLA,1,10.21890277,-73.45784764
2000,00,SAN JUAN DEL CESAR,LA GUAJIRA,GUERRILLA,1,10.81311496,-73.08659986
2000,01,CUMARIBO,VICHADA,GRUPO ARMADO NO IDENTIFICADO,1,4.262454746,-69.52140484
2000,01,CONCEPCION,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.376106187,-75.21785901
2000,01,CAJIBIO,CAUCA,GUERRILLA,1,2.643209848,-76.70138914
2000,01,MACEO,ANTIOQUIA,GRUPO PARAMILITAR,1,6.534573585,-74.71410854
2000,01,SUCRE,SUCRE,GRUPO ARMADO NO IDENTIFICADO,1,8.814333477,-74.74753131
2000,01,LOS ANDES,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,1,1.672601269,-77.71054449
2000,01,ISTMINA,CHOCO,GRUPO PARAMILITAR,1,4.586818665,-77.00090737
2000,01,MEDELLIN,ANTIOQUIA,GUERRILLA,1,6.257590259,-75.61103107
2000,01,SANTA ROSA,CAUCA,GUERRILLA,1,1.52002179,-76.53876281
2000,01,LEIVA,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,1,1.900862361,-77.31220073
2000,01,SAN ONOFRE,SUCRE,GRUPO ARMADO NO IDENTIFICADO,1,9.814599536,-75.50522919
2000,01,EL TABLON DE GOMEZ,NARIÑO,GUERRILLA,1,1.409430207,-76.98526959
2000,01,TIBU,NORTE DE SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,8.713507237,-72.79925855
2000,01,SALAMINA,CALDAS,GRUPO PARAMILITAR,1,5.370332425,-75.40962177
2000,01,MIRAFLORES,GUAVIARE,GRUPO ARMADO NO IDENTIFICADO,1,1.363974932,-72.01810951
2000,01,MESETAS,META,GUERRILLA,1,3.154771201,-74.12454824
2000,01,SANTA MARTA,MAGDALENA,GRUPO ARMADO NO IDENTIFICADO,1,11.12189436,-73.88527855
2000,01,MAPIRIPAN,META,GRUPO ARMADO NO IDENTIFICADO,1,3.117523361,-71.93805692
2000,01,PENSILVANIA,CALDAS,GRUPO PARAMILITAR,1,5.407187836,-75.16683996
2000,01,ALEJANDRIA,ANTIOQUIA,GRUPO PARAMILITAR,1,6.365534125,-75.09059702
2000,01,CISNEROS,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.550065431,-75.08254116
2000,01,COCORNA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.005593074,-75.16015403
2000,01,MACEO,ANTIOQUIA,GRUPO PARAMILITAR,1,6.534573585,-74.71410854
2000,01,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,01,SAN FRANCISCO,ANTIOQUIA,GUERRILLA,1,5.840093731,-74.98176334
2000,01,ASTREA,CESAR,GRUPO ARMADO NO IDENTIFICADO,1,9.510727925,-73.94214641
2000,01,EL ZULIA,NORTE DE SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,8.081200092,-72.63152118
2000,01,ARGELIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.708114524,-75.09469795
2000,01,LA UNION,ANTIOQUIA,GUERRILLA,1,5.940434685,-75.35429023
2000,01,SIN INFORMACION,SIN INFORMACION,GRUPO ARMADO NO IDENTIFICADO,1,4,-72
2000,01,SAN FRANCISCO,ANTIOQUIA,GUERRILLA,1,5.840093731,-74.98176334
2000,01,EL CARMEN DE ATRATO,CHOCO,GUERRILLA,1,5.810938364,-76.19189442
2000,01,ARGELIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.708114524,-75.09469795
2000,01,PEQUE,ANTIOQUIA,GUERRILLA,1,7.044180058,-75.88968843
2000,01,MEDELLIN,ANTIOQUIA,GRUPO PARAMILITAR,1,6.257590259,-75.61103107
2000,01,RIONEGRO,SANTANDER,GUERRILLA,1,7.474226085,-73.37246417
2000,01,ZETAQUIRA,BOYACA,GRUPO PARAMILITAR,1,5.285635983,-73.16763091
2000,01,EL PEÑOL,NARIÑO,GRUPO PARAMILITAR,1,1.512283967,-77.43050934
2000,01,SAN FRANCISCO,ANTIOQUIA,GUERRILLA,1,5.840093731,-74.98176334
2000,01,BETULIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.185783612,-75.95649246
2000,01,MESETAS,META,GRUPO ARMADO NO IDENTIFICADO,1,3.154771201,-74.12454824
2000,01,VALDIVIA,ANTIOQUIA,GRUPO PARAMILITAR,1,7.265404213,-75.40094502
2000,01,BARRANCABERMEJA,SANTANDER,GUERRILLA,1,7.054074558,-73.78211646
2000,01,CAJIBIO,CAUCA,GUERRILLA,1,2.643209848,-76.70138914
2000,01,EL PAUJIL,CAQUETA,GUERRILLA,1,1.476630016,-75.20231825
2000,01,CURILLO,CAQUETA,GUERRILLA,1,1.115379292,-75.97328452
2000,01,LA UNION,ANTIOQUIA,GUERRILLA,1,5.940434685,-75.35429023
2000,01,BARRANCABERMEJA,SANTANDER,GUERRILLA,1,7.054074558,-73.78211646
2000,01,SANTA BARBARA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.878984956,-75.58330371
2000,01,SAN VICENTE DE CHUCURI,SANTANDER,GUERRILLA,1,6.894292346,-73.53900334
2000,01,SANTA BARBARA,ANTIOQUIA,GUERRILLA,1,5.878984956,-75.58330371
2000,01,TEORAMA,NORTE DE SANTANDER,GUERRILLA,1,8.760013794,-73.15714097
2000,01,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.399043723,-76.57649259
2000,01,MEDELLIN,ANTIOQUIA,GUERRILLA,1,6.257590259,-75.61103107
2000,01,SANTA BARBARA,ANTIOQUIA,GUERRILLA,1,5.878984956,-75.58330371
2000,01,COCORNA,ANTIOQUIA,GUERRILLA,1,6.005593074,-75.16015403
2000,01,URUMITA,LA GUAJIRA,GRUPO ARMADO NO IDENTIFICADO,1,10.4947021,-72.98623991
2000,01,MONTERREY,CASANARE,GUERRILLA,1,4.841308642,-72.8473434
2000,01,TEORAMA,NORTE DE SANTANDER,GUERRILLA,1,8.760013794,-73.15714097
2000,01,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,01,ARGELIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.708114524,-75.09469795
2000,01,TARAZA,ANTIOQUIA,GRUPO PARAMILITAR,1,7.488875998,-75.40189438
2000,01,BARBOSA,SANTANDER,GUERRILLA,1,5.955617327,-73.62345229
2000,01,BARBOSA,SANTANDER,GUERRILLA,1,5.955617327,-73.62345229
2000,01,SAN JOSE DEL FRAGUA,CAQUETA,GRUPO ARMADO NO IDENTIFICADO,1,1.304702314,-76.11000594
2000,01,SAN CALIXTO,NORTE DE SANTANDER,GUERRILLA,1,8.414441404,-73.2176038
2000,01,CONVENCION,NORTE DE SANTANDER,GUERRILLA,1,8.873159895,-73.20007769
2000,01,CONVENCION,NORTE DE SANTANDER,GUERRILLA,1,8.873159895,-73.20007769
2000,01,SAN CARLOS,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.193789659,-74.90732769
2000,01,VIOTA,CUNDINAMARCA,GUERRILLA,1,4.436054105,-74.48543339
2000,01,VIOTA,CUNDINAMARCA,GUERRILLA,1,4.436054105,-74.48543339
2000,01,SAN VICENTE DEL CAGUAN,CAQUETA,GUERRILLA,1,1.308465061,-74.19746971
2000,01,SAN PEDRO,SUCRE,GRUPO ARMADO NO IDENTIFICADO,1,9.396835638,-75.03741815
2000,01,MEDELLIN,ANTIOQUIA,GUERRILLA,1,6.257590259,-75.61103107
2000,01,DIBULLA,LA GUAJIRA,GRUPO PARAMILITAR,1,11.09029715,-73.43568788
2000,01,AGUACHICA,CESAR,GUERRILLA,1,8.248735219,-73.6227405
2000,01,AGUACHICA,CESAR,GUERRILLA,1,8.248735219,-73.6227405
2000,01,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,01,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
2000,01,PUERTO LLERAS,META,GUERRILLA,1,3.193092925,-73.23671436
2000,01,MIRAFLORES,BOYACA,GRUPO PARAMILITAR,1,5.150953297,-73.17896722
2000,01,URUMITA,LA GUAJIRA,GUERRILLA,1,10.4947021,-72.98623991
2000,01,GRANADA,ANTIOQUIA,GUERRILLA,1,6.123380721,-75.12763646
2000,01,CUCUTA,NORTE DE SANTANDER,GUERRILLA,1,8.112041811,-72.48862641
2000,01,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,01,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,01,BETULIA,ANTIOQUIA,GRUPO PARAMILITAR,1,6.185783612,-75.95649246
2000,01,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,01,SANTA ROSA DE VITERBO,BOYACA,GUERRILLA,1,5.892950301,-72.9917278
2000,01,JUNIN,CUNDINAMARCA,GUERRILLA,1,4.705170789,-73.69247873
2000,01,BARRANCABERMEJA,SANTANDER,GUERRILLA,1,7.054074558,-73.78211646
2000,01,PIEDECUESTA,SANTANDER,GUERRILLA,1,6.97082104,-73.01481196
2000,01,FLORIDABLANCA,SANTANDER,GUERRILLA,1,7.079704598,-73.0679925
2000,01,MORELIA,CAQUETA,GUERRILLA,1,1.38299611,-75.67381123
2000,01,YARUMAL,ANTIOQUIA,GUERRILLA,1,6.9881309,-75.45439957
2000,01,SAN JOSE DEL FRAGUA,CAQUETA,GUERRILLA,1,1.304702314,-76.11000594
2000,01,FACATATIVA,CUNDINAMARCA,GUERRILLA,1,4.834052334,-74.3380229
2000,01,ABEJORRAL,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.803728154,-75.43847353
2000,01,MEDELLIN,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.257590259,-75.61103107
2000,01,COCORNA,ANTIOQUIA,GUERRILLA,1,6.005593074,-75.16015403
2000,01,COCORNA,ANTIOQUIA,GUERRILLA,1,6.005593074,-75.16015403
2000,01,PIEDECUESTA,SANTANDER,GUERRILLA,1,6.97082104,-73.01481196
2000,01,COCORNA,ANTIOQUIA,GUERRILLA,1,6.005593074,-75.16015403
2000,01,COCORNA,ANTIOQUIA,GUERRILLA,1,6.005593074,-75.16015403
2000,01,VILLAVICENCIO,META,GUERRILLA,1,4.09166877,-73.49291595
2000,01,GUAYABETAL,CUNDINAMARCA,GUERRILLA,1,4.231875945,-73.83543981
2000,01,GUARANDA,SUCRE,GUERRILLA,1,8.337828523,-74.68734926
2000,01,SAN JACINTO,BOLIVAR,GRUPO ARMADO NO IDENTIFICADO,1,9.835362011,-75.10609201
2000,01,SAN JUAN NEPOMUCENO,BOLIVAR,GUERRILLA,1,9.967957823,-75.06571959
2000,01,SAN JUAN NEPOMUCENO,BOLIVAR,GUERRILLA,1,9.967957823,-75.06571959
2000,01,SAN JUAN NEPOMUCENO,BOLIVAR,GUERRILLA,1,9.967957823,-75.06571959
2000,01,SANTA MARTA,MAGDALENA,GUERRILLA,1,11.12189436,-73.88527855
2000,01,SAN JUAN NEPOMUCENO,BOLIVAR,GUERRILLA,1,9.967957823,-75.06571959
2000,01,SAN JUAN NEPOMUCENO,BOLIVAR,GUERRILLA,1,9.967957823,-75.06571959
2000,01,NARIÑO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.581275312,-75.19457019
2000,01,SANTA ROSA,BOLIVAR,GUERRILLA,1,10.46920726,-75.36116053
2000,01,GUAYABETAL,CUNDINAMARCA,GRUPO ARMADO NO IDENTIFICADO,1,4.231875945,-73.83543981
2000,01,TULUA,VALLE DEL CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,4.02840797,-76.03250379
2000,01,LA PRIMAVERA,VICHADA,GUERRILLA,1,5.517593607,-69.62044054
2000,01,VALLEDUPAR,CESAR,GUERRILLA,1,10.21890277,-73.45784764
2000,01,SAN JUAN NEPOMUCENO,BOLIVAR,GUERRILLA,1,9.967957823,-75.06571959
2000,01,MONTERREY,CASANARE,GRUPO PARAMILITAR,1,4.841308642,-72.8473434
2000,01,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
2000,01,SAN JUAN NEPOMUCENO,BOLIVAR,GUERRILLA,1,9.967957823,-75.06571959
2000,01,SAN JACINTO,BOLIVAR,GUERRILLA,1,9.835362011,-75.10609201
2000,01,SAN JUAN NEPOMUCENO,BOLIVAR,GUERRILLA,1,9.967957823,-75.06571959
2000,01,SAN JUAN NEPOMUCENO,BOLIVAR,GUERRILLA,1,9.967957823,-75.06571959
2000,01,LA MONTAÑITA,CAQUETA,GUERRILLA,2,1.302860442,-75.23572732
2000,01,YOPAL,CASANARE,GUERRILLA,1,5.242744761,-72.25802857
2000,01,URRAO,ANTIOQUIA,GUERRILLA,1,6.33534134,-76.25906482
2000,01,URRAO,ANTIOQUIA,GUERRILLA,1,6.33534134,-76.25906482
2000,01,OVEJAS,SUCRE,GUERRILLA,1,9.549655271,-75.18855916
2000,01,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
2000,01,NEIVA,HUILA,GUERRILLA,1,2.993360046,-75.27236232
2000,01,QUETAME,CUNDINAMARCA,GUERRILLA,1,4.334589044,-73.85264561
2000,01,AGUACHICA,CESAR,GRUPO ARMADO NO IDENTIFICADO,1,8.248735219,-73.6227405
2000,01,BUCARAMANGA,SANTANDER,GUERRILLA,1,7.155833544,-73.11156997
2000,01,SIN INFORMACION,SIN INFORMACION,GRUPO ARMADO NO IDENTIFICADO,1,4,-72
2000,01,AGUACHICA,CESAR,GUERRILLA,1,8.248735219,-73.6227405
2000,01,SAN CALIXTO,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,8.414441404,-73.2176038
2000,01,COCORNA,ANTIOQUIA,GUERRILLA,1,6.005593074,-75.16015403
2000,01,PUERTO CARREÑO,VICHADA,GUERRILLA,1,5.836529669,-68.14122234
2000,01,DUITAMA,BOYACA,GUERRILLA,1,5.890602515,-73.06709484
2000,01,DUITAMA,BOYACA,GUERRILLA,1,5.890602515,-73.06709484
2000,01,GIRARDOT,CUNDINAMARCA,GUERRILLA,1,4.338154518,-74.81143922
2000,01,JUAN DE ACOSTA,ATLANTICO,GUERRILLA,1,10.82306503,-75.07841904
2000,01,TADO,CHOCO,GRUPO ARMADO NO IDENTIFICADO,1,5.26610158,-76.33109547
2000,01,EL TABLON DE GOMEZ,NARIÑO,GUERRILLA,1,1.409430207,-76.98526959
2000,01,RIONEGRO,SANTANDER,GUERRILLA,1,7.474226085,-73.37246417
2000,01,CHOACHI,CUNDINAMARCA,GUERRILLA,1,4.578183896,-73.95290054
2000,01,RETIRO,ANTIOQUIA,GUERRILLA,1,6.053444254,-75.51573805
2000,01,RIONEGRO,SANTANDER,GUERRILLA,1,7.474226085,-73.37246417
2000,01,RIONEGRO,SANTANDER,GUERRILLA,1,7.474226085,-73.37246417
2000,01,BUCARAMANGA,SANTANDER,GUERRILLA,1,7.155833544,-73.11156997
2000,01,BUCARAMANGA,SANTANDER,GUERRILLA,1,7.155833544,-73.11156997
2000,01,RETIRO,ANTIOQUIA,GUERRILLA,1,6.053444254,-75.51573805
2000,01,APULO,CUNDINAMARCA,GUERRILLA,1,4.537711619,-74.59124656
2000,01,SIN INFORMACION,SIN INFORMACION,GRUPO ARMADO NO IDENTIFICADO,1,4,-72
2000,01,RIONEGRO,SANTANDER,GUERRILLA,1,7.474226085,-73.37246417
2000,01,RIONEGRO,SANTANDER,GUERRILLA,1,7.474226085,-73.37246417
2000,01,RIONEGRO,SANTANDER,GUERRILLA,3,7.474226085,-73.37246417
2000,01,RETIRO,ANTIOQUIA,GUERRILLA,1,6.053444254,-75.51573805
2000,01,SIN INFORMACION,SIN INFORMACION,GRUPO ARMADO NO IDENTIFICADO,1,4,-72
2000,01,RIONEGRO,SANTANDER,GUERRILLA,1,7.474226085,-73.37246417
2000,01,BUCARAMANGA,SANTANDER,GUERRILLA,1,7.155833544,-73.11156997
2000,01,BUCARAMANGA,SANTANDER,GUERRILLA,1,7.155833544,-73.11156997
2000,01,RIONEGRO,SANTANDER,GUERRILLA,1,7.474226085,-73.37246417
2000,01,CHOACHI,CUNDINAMARCA,GUERRILLA,1,4.578183896,-73.95290054
2000,01,RIONEGRO,SANTANDER,GUERRILLA,1,7.474226085,-73.37246417
2000,01,RETIRO,ANTIOQUIA,GUERRILLA,1,6.053444254,-75.51573805
2000,01,LA UNION,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.940434685,-75.35429023
2000,01,LIBORINA,ANTIOQUIA,GUERRILLA,1,6.723990935,-75.78300046
2000,01,YOPAL,CASANARE,GUERRILLA,1,5.242744761,-72.25802857
2000,01,OCAÑA,NORTE DE SANTANDER,GUERRILLA,1,8.206637527,-73.33765033
2000,01,LA UNION,ANTIOQUIA,GUERRILLA,1,5.940434685,-75.35429023
2000,01,LA UNION,ANTIOQUIA,GUERRILLA,1,5.940434685,-75.35429023
2000,01,PAEZ,BOYACA,GUERRILLA,1,5.095211035,-73.00435863
2000,01,TAURAMENA,CASANARE,GRUPO PARAMILITAR,1,4.697463691,-72.62922436
2000,01,RETIRO,ANTIOQUIA,GUERRILLA,1,6.053444254,-75.51573805
2000,01,LA UNION,ANTIOQUIA,GRUPO PARAMILITAR,1,5.940434685,-75.35429023
2000,01,LA UNION,ANTIOQUIA,GUERRILLA,1,5.940434685,-75.35429023
2000,01,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,01,MESETAS,META,GUERRILLA,1,3.154771201,-74.12454824
2000,01,EL PLAYON,SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,7.524284721,-73.18158192
2000,01,ABEJORRAL,ANTIOQUIA,GUERRILLA,1,5.803728154,-75.43847353
2000,01,MANIZALES,CALDAS,GUERRILLA,1,5.08343301,-75.50727881
2000,01,CHOCONTA,CUNDINAMARCA,GUERRILLA,1,5.118419271,-73.68068583
2000,01,OCAÑA,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,8.206637527,-73.33765033
2000,01,TADO,CHOCO,GUERRILLA,1,5.26610158,-76.33109547
2000,01,OCAÑA,NORTE DE SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,8.206637527,-73.33765033
2000,01,BUCARAMANGA,SANTANDER,GUERRILLA,1,7.155833544,-73.11156997
2000,01,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
2000,01,RIONEGRO,SANTANDER,GUERRILLA,1,7.474226085,-73.37246417
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,HACARI,NORTE DE SANTANDER,GUERRILLA,1,8.361831987,-73.0782633
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,01,HACARI,NORTE DE SANTANDER,GUERRILLA,1,8.361831987,-73.0782633
2000,01,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,01,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,SAN JUAN NEPOMUCENO,BOLIVAR,GUERRILLA,1,9.967957823,-75.06571959
2000,01,SANTANDER DE QUILICHAO,CAUCA,GUERRILLA,1,2.984467338,-76.49873145
2000,01,EL TAMBO,CAUCA,GUERRILLA,1,2.534488312,-77.00511207
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,RIONEGRO,SANTANDER,GUERRILLA,1,7.474226085,-73.37246417
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,SAN JACINTO,BOLIVAR,GUERRILLA,1,9.835362011,-75.10609201
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,GUAYABETAL,CUNDINAMARCA,GUERRILLA,1,4.231875945,-73.83543981
2000,01,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,01,GUAYABETAL,CUNDINAMARCA,GUERRILLA,1,4.231875945,-73.83543981
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
2000,01,ARACATACA,MAGDALENA,GUERRILLA,1,10.64490877,-73.87972257
2000,01,SAN VICENTE DEL CAGUAN,CAQUETA,GUERRILLA,1,1.308465061,-74.19746971
2000,01,NEIVA,HUILA,GUERRILLA,1,2.993360046,-75.27236232
2000,01,ARAUQUITA,ARAUCA,GRUPO ARMADO NO IDENTIFICADO,1,6.799338394,-71.29827429
2000,01,ARACATACA,MAGDALENA,GUERRILLA,1,10.64490877,-73.87972257
2000,01,MIRANDA,CAUCA,GUERRILLA,1,3.228235212,-76.21670827
2000,01,ARACATACA,MAGDALENA,GUERRILLA,1,10.64490877,-73.87972257
2000,01,RESTREPO,META,GUERRILLA,1,4.204310977,-73.50226037
2000,01,AGUACHICA,CESAR,GUERRILLA,1,8.248735219,-73.6227405
2000,01,EL SANTUARIO,ANTIOQUIA,GUERRILLA,1,6.124209495,-75.25212278
2000,01,SAN JACINTO,BOLIVAR,GUERRILLA,1,9.835362011,-75.10609201
2000,01,SAN JACINTO,BOLIVAR,GUERRILLA,1,9.835362011,-75.10609201
2000,01,EL CARMEN DE BOLIVAR,BOLIVAR,GUERRILLA,1,9.699819876,-75.15793573
2000,01,FUNDACION,MAGDALENA,GUERRILLA,1,10.45937818,-73.88406518
2000,01,FUNDACION,MAGDALENA,GUERRILLA,1,10.45937818,-73.88406518
2000,01,FUNDACION,MAGDALENA,GUERRILLA,1,10.45937818,-73.88406518
2000,01,EL SANTUARIO,ANTIOQUIA,GUERRILLA,1,6.124209495,-75.25212278
2000,01,FUNDACION,MAGDALENA,GUERRILLA,1,10.45937818,-73.88406518
2000,01,FUNDACION,MAGDALENA,GUERRILLA,1,10.45937818,-73.88406518
2000,02,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
2000,02,SANTA MARTA,MAGDALENA,GRUPO PARAMILITAR,1,11.12189436,-73.88527855
2000,02,"BOGOTA, D.C.","BOGOTA, D. C.",GRUPO PARAMILITAR,1,4.316107698,-74.1810727
2000,02,CUCUTA,NORTE DE SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,8.112041811,-72.48862641
2000,02,TAME,ARAUCA,GRUPO PARAMILITAR,1,6.390650479,-71.79178647
2000,02,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,02,SAN FRANCISCO,ANTIOQUIA,GUERRILLA,1,5.840093731,-74.98176334
2000,02,SAN FRANCISCO,ANTIOQUIA,GUERRILLA,1,5.840093731,-74.98176334
2000,02,ITAGÜI,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.179279438,-75.6142037
2000,02,QUIBDO,CHOCO,GUERRILLA,1,5.7543229,-76.65015147
2000,02,ARGELIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.708114524,-75.09469795
2000,02,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
2000,02,SANTA ROSA,BOLIVAR,GUERRILLA,1,10.46920726,-75.36116053
2000,02,SAN LUIS,ANTIOQUIA,GRUPO PARAMILITAR,1,6.024205956,-75.0076674
2000,02,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
2000,02,EL CARMEN DE BOLIVAR,BOLIVAR,GUERRILLA,1,9.699819876,-75.15793573
2000,02,PELAYA,CESAR,GRUPO ARMADO NO IDENTIFICADO,1,8.764116734,-73.63295546
2000,02,PELAYA,CESAR,GUERRILLA,1,8.764116734,-73.63295546
2000,02,SAN JOSE DEL GUAVIARE,GUAVIARE,GUERRILLA,1,2.484286091,-71.91916993
2000,02,SAN LUIS,ANTIOQUIA,GUERRILLA,1,6.024205956,-75.0076674
2000,02,CUMARIBO,VICHADA,GUERRILLA,1,4.262454746,-69.52140484
2000,02,PELAYA,CESAR,GUERRILLA,1,8.764116734,-73.63295546
2000,02,PELAYA,CESAR,GUERRILLA,1,8.764116734,-73.63295546
2000,02,PELAYA,CESAR,GUERRILLA,1,8.764116734,-73.63295546
2000,02,VILLAVICENCIO,META,GUERRILLA,1,4.09166877,-73.49291595
2000,02,MONIQUIRA,BOYACA,GUERRILLA,1,5.863370485,-73.55852538
2000,02,SIBATE,CUNDINAMARCA,GUERRILLA,1,4.465970004,-74.26328963
2000,02,VALLEDUPAR,CESAR,GUERRILLA,1,10.21890277,-73.45784764
2000,02,VALLEDUPAR,CESAR,GUERRILLA,1,10.21890277,-73.45784764
2000,02,PATIA,CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,2.157983906,-77.0465762
2000,02,OCAÑA,NORTE DE SANTANDER,GUERRILLA,1,8.206637527,-73.33765033
2000,02,ORITO,PUTUMAYO,GUERRILLA,1,0.673756323,-76.94313923
2000,02,LA UNION,ANTIOQUIA,GUERRILLA,1,5.940434685,-75.35429023
2000,02,SAN LUIS,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.024205956,-75.0076674
2000,02,MARINILLA,ANTIOQUIA,GUERRILLA,2,6.18520515,-75.30487933
2000,02,URRAO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.33534134,-76.25906482
2000,02,CIENAGA,MAGDALENA,GUERRILLA,1,10.85754552,-74.02500493
2000,02,CIENAGA,MAGDALENA,GUERRILLA,1,10.85754552,-74.02500493
2000,02,CIENAGA,MAGDALENA,GUERRILLA,1,10.85754552,-74.02500493
2000,02,PUERTO WILCHES,SANTANDER,GRUPO PARAMILITAR,1,7.398198257,-73.8354696
2000,02,PUERTO WILCHES,SANTANDER,GRUPO PARAMILITAR,1,7.398198257,-73.8354696
2000,02,PUERTO WILCHES,SANTANDER,GRUPO PARAMILITAR,1,7.398198257,-73.8354696
2000,02,FUSAGASUGA,CUNDINAMARCA,GUERRILLA,1,4.323534028,-74.38859114
2000,02,SIMITI,BOLIVAR,GRUPO PARAMILITAR,1,7.851315534,-73.98371609
2000,02,SIMITI,BOLIVAR,GRUPO PARAMILITAR,1,7.851315534,-73.98371609
2000,02,SIMITI,BOLIVAR,GRUPO PARAMILITAR,1,7.851315534,-73.98371609
